,name,company,year,Price,kms_driven,fuel_type,price
714,HyundaiVerna1.6,Hyundai,2012,"6,00,000",29000,Diesel,600000
715,ChevroletTaveraLS,Chevrolet,2005,"1,30,000",68485,Diesel,130000
716,TataTiagoRevotron,Tata,2018,"4,30,000",3500,Petrol,430000
717,TataTiagoRevotorq,Tata,2019,"5,68,500",0,Petrol,568500
718,MarutiSuzukiZen,Maruti,2006,"71,000",32000,Petrol,71000
719,MahindraKUV100K8,Mahindra,2018,"5,60,000",8000,Diesel,560000
720,FordEcoSportTitanium,Ford,2014,"5,90,000",34000,Diesel,590000
721,HindustanMotorsAmbassador,Hindustan,1995,"7,50,000",37000,Petrol,750000
722,FordFusion1.4,Ford,2007,"1,25,000",85455,Diesel,125000
723,HyundaiSantroXing,Hyundai,2007,"1,35,000",46000,Petrol,135000
724,HyundaiSantro,Hyundai,2002,"60,000",47000,Petrol,60000
725,FiatLineaEmotion,Fiat,2009,"1,20,000",64000,Petrol,120000
726,FordIkon1.3,Ford,2008,"95,000",46000,Petrol,95000
727,MarutiSuzukiOmni,Maruti,2017,"2,40,000",8000,Petrol,240000
728,TataIndicaV2,Tata,2012,"1,15,000",64000,Diesel,115000
729,MahindraScorpioS4,Mahindra,2015,"7,95,000",63000,Diesel,795000
730,HyundaiSantroXing,Hyundai,2007,"55,000",65000,Petrol,55000
731,MahindraXyloD2,Mahindra,2009,"3,00,000",62000,Diesel,300000
732,HyundaiGrandi10,Hyundai,2014,"3,20,000",41000,Petrol,320000
733,MarutiSuzukiAlto,Maruti,2015,"2,65,000",14000,Petrol,265000
734,ToyotaCorolla,Toyota,2006,"1,60,000",40000,Petrol,160000
735,HyundaiEonMagna,Hyundai,2017,"3,00,000",1600,Petrol,300000
736,TataSumoGrande,Tata,2010,"1,30,000",90000,Diesel,130000
737,MarutiSuzukiSwift,Maruti,2011,"2,50,000",58000,Diesel,250000
738,VolkswagenPoloHighline1.2L,Volkswagen,2013,"3,80,000",27000,Petrol,380000
739,MarutiSuzukiAlto,Maruti,2003,"42,000",60000,Petrol,42000
740,TataTiagoRevotron,Tata,2017,"4,00,000",31000,Petrol,400000
741,MarutiSuzukiSwift,Maruti,2009,"1,20,000",90000,Diesel,120000
742,MarutiSuzukiSwift,Maruti,2009,"1,20,000",90000,Diesel,120000
743,TataIndigoeCS,Tata,2016,"1,30,000",150000,Diesel,130000
744,ChevroletBeatLS,Chevrolet,2014,"1,89,000",31000,Diesel,189000
745,MahindraXyloE8,Mahindra,2011,"3,65,000",43000,Diesel,365000
746,HyundaiEonD,Hyundai,2013,"1,70,000",20000,Petrol,170000
747,TataSumoGold,Tata,2013,"2,15,000",100000,Petrol,215000
748,TataNano,Tata,2013,"60,000",7000,Petrol,60000
749,HyundaiElitei20,Hyundai,2017,"5,99,999",31000,Petrol,599999
750,Hyundaii10Magna,Hyundai,2009,"4,00,000",33000,Petrol,400000
751,HyundaiCreta,Hyundai,2016,"9,00,000",60000,Diesel,900000
752,VolkswagenPolo,Volkswagen,2013,"2,99,999",48000,Diesel,299999
753,MarutiSuzukiDzire,Maruti,2014,"3,74,999",33000,Petrol,374999
754,TataBoltXM,Tata,2015,"6,00,000",15000,Petrol,600000
755,MarutiSuzukiAlto,Maruti,2005,"70,000",47000,Petrol,70000
756,MarutiSuzukiAlto,Maruti,2005,"1,00,000",40000,Petrol,100000
757,MarutiSuzukiRitz,Maruti,2010,"1,50,000",38000,Diesel,150000
758,MarutiSuzukiAlto,Maruti,2017,"2,25,000",12500,Petrol,225000
759,MarutiSuzukiDzire,Maruti,2009,"2,10,000",42000,Petrol,210000
760,Hyundaii20Asta,Hyundai,2014,"4,25,000",31000,Petrol,425000
761,MarutiSuzukiSwift,Maruti,2008,"1,62,000",60000,Diesel,162000
762,TataIndicaV2,Tata,2005,"60,000",80000,Diesel,60000
763,MahindraScorpioVLX,Mahindra,2014,"6,50,000",77000,Diesel,650000
764,ToyotaInnova2.5,Toyota,2012,"7,50,000",75000,Diesel,750000
765,MahindraXyloE8,Mahindra,2010,"3,75,000",40000,Diesel,375000
766,Hyundaii20Magna,Hyundai,2011,"2,30,000",47000,Petrol,230000
767,MarutiSuzukiOmni,Maruti,2000,"35,999",60000,Petrol,35999
768,MahindraKUV100,Mahindra,2016,"3,80,000",26500,Petrol,380000
769,MahindraKUV100K8,Mahindra,2019,"5,60,000",2875,Petrol,560000
770,DatsunGoPlus,Datsun,2016,"2,85,000",13900,Petrol,285000
771,FordEndeavor4x4,Ford,2019,"29,00,000",9000,Diesel,2900000
772,TataIndicaV2,Tata,2005,"39,999",80000,Diesel,39999
773,HyundaiSantroXing,Hyundai,2006,"85,000",60000,Petrol,85000
774,MarutiSuzukiWagon,Maruti,2016,"3,95,000",20000,Petrol,395000
775,MarutiSuzukiSwift,Maruti,2008,"1,75,000",58000,Diesel,175000
776,MarutiSuzukiAlto,Maruti,2019,"4,00,000",1500,Petrol,400000
777,ToyotaInnova2.5,Toyota,2011,"7,50,000",75000,Diesel,750000
778,MarutiSuzukiAlto,Maruti,2016,"2,50,000",2450,Petrol,250000
779,MarutiSuzukiAlto,Maruti,2019,"4,25,000",1625,Petrol,425000
780,VolkswagenPoloHighline1.2L,Volkswagen,2017,"5,25,000",45000,Petrol,525000
781,MahindraLogan,Mahindra,2009,"1,30,000",65000,Diesel,130000
782,MarutiSuzuki800,Maruti,2000,"30,000",33400,Petrol,30000
783,MahindraScorpio,Mahindra,2011,"4,75,000",60123,Diesel,475000
784,ChevroletSail1.2,Chevrolet,2013,"3,00,000",28000,Petrol,300000
785,HyundaiSantroAE,Hyundai,2003,"60,000",70000,Petrol,60000
786,MarutiSuzukiWagon,Maruti,2006,"1,00,000",7000,Petrol,100000
787,HyundaiEon,Hyundai,2018,"2,60,000",25000,Petrol,260000
788,TataManza,Tata,2015,"1,00,000",100000,Diesel,100000
789,ToyotaEtiosG,Toyota,2013,"2,65,000",42000,Petrol,265000
790,HyundaiGetzPrime,Hyundai,2009,"1,15,000",20000,Petrol,115000
791,ToyotaQualis,Toyota,2003,"1,80,000",100000,Diesel,180000
792,HyundaiSantroXing,Hyundai,2004,"45,000",137495,Petrol,45000
793,TataIndicaeV2,Tata,2016,"50,500",91200,Diesel,50500
794,HondaCity1.5,Honda,2009,"2,70,000",55000,Petrol,270000
795,TataZestXE,Tata,2017,"2,90,000",120000,Diesel,290000
796,MahindraQuantoC4,Mahindra,2013,"3,25,000",63000,Diesel,325000
797,TataIndigoeCS,Tata,2016,"1,60,000",104000,Diesel,160000
798,MarutiSuzukiSwift,Maruti,2016,"3,50,000",146000,Diesel,350000
799,HyundaiElitei20,Hyundai,2011,"2,90,000",40000,Petrol,290000
800,Hyundaii20Select,Hyundai,2011,"2,90,000",40000,Petrol,290000
801,ChevroletTaveraNeo,Chevrolet,2007,"4,65,000",100800,Diesel,465000
802,MarutiSuzukiDzire,Maruti,2016,"3,25,000",150000,Diesel,325000
803,HyundaiElitei20,Hyundai,2018,"5,10,000",2100,Petrol,510000
804,HondaCityVX,Honda,2016,"8,60,000",95000,Petrol,860000
805,MarutiSuzukiDzire,Maruti,2016,"4,50,000",2500,Diesel,450000
806,HyundaiGetz,Hyundai,2006,"1,25,000",80000,Petrol,125000
807,MercedesBenzC,Mercedes,2006,"5,00,001",15000,Petrol,500001
808,MarutiSuzukiAlto,Maruti,2005,"95,000",65000,Petrol,95000
809,MarutiSuzukiSwift,Maruti,2009,"2,50,000",51000,Diesel,250000
810,SkodaFabia,Skoda,2009,"1,10,000",45000,Petrol,110000
811,MarutiSuzukiRitz,Maruti,2011,"2,70,000",50000,Petrol,270000
812,TataIndicaV2,Tata,2009,"1,10,000",30000,Diesel,110000
813,ToyotaCorollaAltis,Toyota,2009,"3,00,000",132000,Petrol,300000
814,TataZestXM,Tata,2018,"2,60,000",27000,Diesel,260000
815,MahindraQuantoC8,Mahindra,2013,"3,90,000",40000,Diesel,390000
